Lap,Time,No.,Driver
12,1:18.357,16,Charles Leclerc
13,1:40.455,16,Charles Leclerc
14,16:13.713,16,Charles Leclerc
15,1:17.464,16,Charles Leclerc
16,1:36.349,16,Charles Leclerc
17,1:29.472,16,Charles Leclerc
18,1:17.696,16,Charles Leclerc
19,1:34.121,16,Charles Leclerc
20,1:17.404,16,Charles Leclerc
21,1:28.837,16,Charles Leclerc
22,2:23.107,16,Charles Leclerc
23,15:15.338,16,Charles Leclerc
24,2:01.657,16,Charles Leclerc
25,1:21.226,16,Charles Leclerc
26,1:21.671,16,Charles Leclerc
27,1:21.033,16,Charles Leclerc
28,1:20.917,16,Charles Leclerc
29,1:25.855,16,Charles Leclerc
1,,18,Lance Stroll
2,19:14.183,18,Lance Stroll
3,1:20.069,18,Lance Stroll
4,1:18.911,18,Lance Stroll
5,1:36.724,18,Lance Stroll
6,1:18.945,18,Lance Stroll
7,1:40.803,18,Lance Stroll
8,1:28.087,18,Lance Stroll
9,1:18.851,18,Lance Stroll
10,1:18.835,18,Lance Stroll
11,1:25.782,18,Lance Stroll
12,1:18.137,18,Lance Stroll
13,1:30.824,18,Lance Stroll
14,12:52.601,18,Lance Stroll
15,1:16.967,18,Lance Stroll
16,1:44.442,18,Lance Stroll
17,1:29.797,18,Lance Stroll
18,1:17.301,18,Lance Stroll
19,1:41.379,18,Lance Stroll
20,1:23.398,18,Lance Stroll
21,11:24.824,18,Lance Stroll
22,1:22.115,18,Lance Stroll
23,1:22.607,18,Lance Stroll
24,1:22.406,18,Lance Stroll
25,1:22.735,18,Lance Stroll
26,1:23.732,18,Lance Stroll
27,1:24.018,18,Lance Stroll
28,1:24.219,18,Lance Stroll
29,1:24.484,18,Lance Stroll
30,1:25.878,18,Lance Stroll
31,1:26.854,18,Lance Stroll
32,1:24.934,18,Lance Stroll
33,1:25.892,18,Lance Stroll
34,1:25.538,18,Lance Stroll
35,1:37.487,18,Lance Stroll
1,,20,Kevin Magnussen
2,17:43.443,20,Kevin Magnussen
3,1:20.861,20,Kevin Magnussen
4,1:19.965,20,Kevin Magnussen
5,1:43.761,20,Kevin Magnussen
6,1:26.236,20,Kevin Magnussen
7,1:19.046,20,Kevin Magnussen
8,1:39.050,20,Kevin Magnussen
9,1:18.827,20,Kevin Magnussen
10,1:18.741,20,Kevin Magnussen
11,1:50.719,20,Kevin Magnussen
12,16:39.651,20,Kevin Magnussen
13,1:18.071,20,Kevin Magnussen
14,2:02.747,20,Kevin Magnussen
15,1:29.047,20,Kevin Magnussen
16,1:17.713,20,Kevin Magnussen
17,1:43.515,20,Kevin Magnussen
18,1:17.716,20,Kevin Magnussen
19,1:46.490,20,Kevin Magnussen
20,1:32.933,20,Kevin Magnussen
21,1:31.837,20,Kevin Magnussen
22,10:32.791,20,Kevin Magnussen
23,1:22.538,20,Kevin Magnussen
24,1:23.355,20,Kevin Magnussen
25,1:22.218,20,Kevin Magnussen
26,1:22.867,20,Kevin Magnussen
27,1:25.545,20,Kevin Magnussen
28,1:27.178,20,Kevin Magnussen
29,1:22.421,20,Kevin Magnussen
30,1:22.316,20,Kevin Magnussen
31,1:22.581,20,Kevin Magnussen
32,1:22.877,20,Kevin Magnussen
33,1:24.622,20,Kevin Magnussen
34,1:22.402,20,Kevin Magnussen
35,1:46.387,20,Kevin Magnussen
1,,23,Alexander Albon
2,1:32.782,23,Alexander Albon
3,16:37.512,23,Alexander Albon
4,1:21.603,23,Alexander Albon
5,1:36.342,23,Alexander Albon
6,1:19.956,23,Alexander Albon
7,1:40.191,23,Alexander Albon
8,1:19.155,23,Alexander Albon
9,1:39.803,23,Alexander Albon
10,1:18.788,23,Alexander Albon
11,1:41.646,23,Alexander Albon
12,25:16.390,23,Alexander Albon
13,1:17.948,23,Alexander Albon
14,1:52.690,23,Alexander Albon
15,1:17.727,23,Alexander Albon
16,1:51.236,23,Alexander Albon
17,1:42.784,23,Alexander Albon
18,1:19.044,23,Alexander Albon
19,1:40.684,23,Alexander Albon
20,12:53.363,23,Alexander Albon
21,1:23.062,23,Alexander Albon
22,1:23.657,23,Alexander Albon
23,1:22.683,23,Alexander Albon
24,1:22.966,23,Alexander Albon
25,1:23.543,23,Alexander Albon
26,1:23.478,23,Alexander Albon
27,1:24.237,23,Alexander Albon
28,1:36.861,23,Alexander Albon
1,,26,Daniil Kvyat
2,17:53.766,26,Daniil Kvyat
3,1:21.686,26,Daniil Kvyat
4,1:36.044,26,Daniil Kvyat
5,1:19.688,26,Daniil Kvyat
6,1:40.434,26,Daniil Kvyat
7,1:19.274,26,Daniil Kvyat
8,1:35.539,26,Daniil Kvyat
9,1:19.683,26,Daniil Kvyat
10,1:38.256,26,Daniil Kvyat
11,1:19.049,26,Daniil Kvyat
12,1:37.362,26,Daniil Kvyat
13,2:06.230,26,Daniil Kvyat
14,17:18.421,26,Daniil Kvyat
15,1:18.336,26,Daniil Kvyat
16,1:44.768,26,Daniil Kvyat
17,1:26.600,26,Daniil Kvyat
18,1:34.000,26,Daniil Kvyat
19,1:37.688,26,Daniil Kvyat
20,1:18.292,26,Daniil Kvyat
21,1:38.981,26,Daniil Kvyat
22,1:18.485,26,Daniil Kvyat
23,1:29.875,26,Daniil Kvyat
24,9:00.486,26,Daniil Kvyat
25,1:22.746,26,Daniil Kvyat
26,1:22.240,26,Daniil Kvyat
27,1:22.113,26,Daniil Kvyat
28,1:22.275,26,Daniil Kvyat
29,1:22.451,26,Daniil Kvyat
30,1:22.143,26,Daniil Kvyat
31,1:22.522,26,Daniil Kvyat
32,1:22.077,26,Daniil Kvyat
33,1:22.601,26,Daniil Kvyat
34,1:21.870,26,Daniil Kvyat
35,1:34.706,26,Daniil Kvyat
1,,31,Esteban Ocon
2,2:26.750,31,Esteban Ocon
3,17:34.524,31,Esteban Ocon
4,1:23.892,31,Esteban Ocon
5,1:20.094,31,Esteban Ocon
6,1:31.017,31,Esteban Ocon
7,1:18.831,31,Esteban Ocon
8,1:36.730,31,Esteban Ocon
9,1:22.226,31,Esteban Ocon
10,1:30.106,31,Esteban Ocon
11,1:18.663,31,Esteban Ocon
12,1:36.212,31,Esteban Ocon
13,1:18.420,31,Esteban Ocon
14,1:27.947,31,Esteban Ocon
15,16:01.609,31,Esteban Ocon
16,1:17.966,31,Esteban Ocon
17,1:34.888,31,Esteban Ocon
18,1:17.633,31,Esteban Ocon
19,1:40.547,31,Esteban Ocon
20,1:17.615,31,Esteban Ocon
21,1:29.080,31,Esteban Ocon
22,12:00.848,31,Esteban Ocon
23,1:21.173,31,Esteban Ocon
24,1:21.192,31,Esteban Ocon
25,1:21.694,31,Esteban Ocon
26,1:24.726,31,Esteban Ocon
27,1:21.717,31,Esteban Ocon
28,1:21.675,31,Esteban Ocon
29,1:25.797,31,Esteban Ocon
30,1:21.508,31,Esteban Ocon
31,1:21.539,31,Esteban Ocon
32,1:21.667,31,Esteban Ocon
33,1:21.568,31,Esteban Ocon
34,1:21.401,31,Esteban Ocon
35,1:32.696,31,Esteban Ocon
1,,33,Max Verstappen
2,1:19.536,33,Max Verstappen
3,1:42.662,33,Max Verstappen
4,1:19.440,33,Max Verstappen
5,1:33.617,33,Max Verstappen
6,1:18.383,33,Max Verstappen
7,1:28.087,33,Max Verstappen
8,12:17.994,33,Max Verstappen
9,1:18.625,33,Max Verstappen
10,1:28.279,33,Max Verstappen
11,1:19.215,33,Max Verstappen
12,1:29.285,33,Max Verstappen
13,20:28.277,33,Max Verstappen
14,1:17.435,33,Max Verstappen
15,1:48.252,33,Max Verstappen
16,1:24.925,33,Max Verstappen
17,1:42.792,33,Max Verstappen
18,1:17.543,33,Max Verstappen
19,1:29.877,33,Max Verstappen
20,11:33.750,33,Max Verstappen
21,2:10.703,33,Max Verstappen
22,1:22.075,33,Max Verstappen
23,1:21.928,33,Max Verstappen
24,1:22.395,33,Max Verstappen
25,1:22.878,33,Max Verstappen
26,1:23.035,33,Max Verstappen
27,1:22.491,33,Max Verstappen
28,1:30.320,33,Max Verstappen
1,,44,Lewis Hamilton
2,1:17.438,44,Lewis Hamilton
3,1:43.439,44,Lewis Hamilton
4,2:02.140,44,Lewis Hamilton
5,1:16.744,44,Lewis Hamilton
6,1:41.787,44,Lewis Hamilton
7,1:16.126,44,Lewis Hamilton
8,1:41.063,44,Lewis Hamilton
9,1:36.767,44,Lewis Hamilton
10,1:30.817,44,Lewis Hamilton
11,1:16.386,44,Lewis Hamilton
12,1:43.706,44,Lewis Hamilton
13,1:40.824,44,Lewis Hamilton
14,14:56.893,44,Lewis Hamilton
15,1:25.231,44,Lewis Hamilton
16,1:16.831,44,Lewis Hamilton
17,1:31.577,44,Lewis Hamilton
18,1:35.608,44,Lewis Hamilton
19,1:16.267,44,Lewis Hamilton
20,1:32.391,44,Lewis Hamilton
21,1:24.616,44,Lewis Hamilton
22,1:22.663,44,Lewis Hamilton
23,1:16.003,44,Lewis Hamilton
24,1:27.751,44,Lewis Hamilton
25,1:32.981,44,Lewis Hamilton
26,9:27.845,44,Lewis Hamilton
27,2:13.341,44,Lewis Hamilton
28,1:21.087,44,Lewis Hamilton
29,1:20.313,44,Lewis Hamilton
30,1:21.237,44,Lewis Hamilton
31,1:24.835,44,Lewis Hamilton
32,1:20.644,44,Lewis Hamilton
33,1:20.880,44,Lewis Hamilton
34,1:21.982,44,Lewis Hamilton
35,1:20.416,44,Lewis Hamilton
36,1:20.704,44,Lewis Hamilton
37,1:40.732,44,Lewis Hamilton
1,,55,Carlos Sainz
2,18:07.287,55,Carlos Sainz
3,1:19.493,55,Carlos Sainz
4,1:44.018,55,Carlos Sainz
5,1:29.339,55,Carlos Sainz
6,1:18.939,55,Carlos Sainz
7,1:37.064,55,Carlos Sainz
8,1:50.739,55,Carlos Sainz
9,1:32.333,55,Carlos Sainz
10,1:18.961,55,Carlos Sainz
11,1:36.718,55,Carlos Sainz
12,1:18.425,55,Carlos Sainz
13,1:36.028,55,Carlos Sainz
14,14:48.313,55,Carlos Sainz
15,1:17.765,55,Carlos Sainz
16,1:50.948,55,Carlos Sainz
17,1:28.698,55,Carlos Sainz
18,1:51.264,55,Carlos Sainz
19,1:17.675,55,Carlos Sainz
20,1:43.728,55,Carlos Sainz
21,1:28.209,55,Carlos Sainz
22,9:12.107,55,Carlos Sainz
23,1:21.672,55,Carlos Sainz
24,1:21.991,55,Carlos Sainz
25,1:23.285,55,Carlos Sainz
26,1:22.791,55,Carlos Sainz
27,1:23.514,55,Carlos Sainz
28,1:24.269,55,Carlos Sainz
29,1:25.095,55,Carlos Sainz
30,1:31.227,55,Carlos Sainz
31,2:11.481,55,Carlos Sainz
32,5:03.148,55,Carlos Sainz
1,,63,George Russell
2,20:07.532,63,George Russell
3,1:21.085,63,George Russell
4,1:41.605,63,George Russell
5,1:19.267,63,George Russell
6,1:42.764,63,George Russell
7,1:18.730,63,George Russell
8,1:41.078,63,George Russell
9,1:30.223,63,George Russell
10,2:09.443,63,George Russell
11,19:17.653,63,George Russell
12,1:36.837,63,George Russell
13,1:23.608,63,George Russell
14,1:20.228,63,George Russell
15,1:35.333,63,George Russell
16,1:18.910,63,George Russell
17,1:32.105,63,George Russell
18,1:18.574,63,George Russell
19,1:31.638,63,George Russell
20,10:39.888,63,George Russell
21,1:24.174,63,George Russell
22,1:22.469,63,George Russell
23,1:24.260,63,George Russell
24,1:29.883,63,George Russell
25,1:22.623,63,George Russell
26,1:23.236,63,George Russell
27,1:21.781,63,George Russell
28,1:27.737,63,George Russell
29,1:57.785,63,George Russell
1,,,Valtteri Bottas
2,1:17.765,77,Valtteri Bottas
3,1:44.363,77,Valtteri Bottas
4,1:16.559,77,Valtteri Bottas
5,1:43.883,77,Valtteri Bottas
6,2:13.596,77,Valtteri Bottas
7,1:16.544,77,Valtteri Bottas
8,1:45.652,77,Valtteri Bottas
9,2:23.005,77,Valtteri Bottas
10,1:22.921,77,Valtteri Bottas
11,1:41.598,77,Valtteri Bottas
12,1:16.810,77,Valtteri Bottas
13,1:37.186,77,Valtteri Bottas
14,2:09.117,77,Valtteri Bottas
15,12:48.178,77,Valtteri Bottas
16,1:32.814,77,Valtteri Bottas
17,1:16.089,77,Valtteri Bottas
18,1:41.944,77,Valtteri Bottas
19,,77,Valtteri Bottas
20,1:20.962,77,Valtteri Bottas
21,1:32.327,77,Valtteri Bottas
22,1:23.616,77,Valtteri Bottas
23,1:36.120,77,Valtteri Bottas
24,1:35.263,77,Valtteri Bottas
25,1:16.121,77,Valtteri Bottas
26,1:31.992,77,Valtteri Bottas
27,9:28.165,77,Valtteri Bottas
28,2:05.557,77,Valtteri Bottas
29,1:21.671,77,Valtteri Bottas
30,1:20.638,77,Valtteri Bottas
31,1:23.231,77,Valtteri Bottas
32,1:20.629,77,Valtteri Bottas
33,1:21.427,77,Valtteri Bottas
34,1:22.525,77,Valtteri Bottas
35,1:20.115,77,Valtteri Bottas
36,1:23.375,77,Valtteri Bottas
37,1:34.405,77,Valtteri Bottas
1,,88,Robert Kubica
2,2:15.928,88,Robert Kubica
3,25:35.854,88,Robert Kubica
4,1:25.385,88,Robert Kubica
5,1:21.148,88,Robert Kubica
6,1:20.405,88,Robert Kubica
7,1:27.641,88,Robert Kubica
8,1:20.378,88,Robert Kubica
9,1:26.497,88,Robert Kubica
10,14:22.706,88,Robert Kubica
11,1:19.150,88,Robert Kubica
12,1:50.607,88,Robert Kubica
13,1:19.993,88,Robert Kubica
14,1:49.593,88,Robert Kubica
15,1:19.950,88,Robert Kubica
16,1:46.920,88,Robert Kubica
17,1:19.150,88,Robert Kubica
18,1:45.463,88,Robert Kubica
19,14:51.185,88,Robert Kubica
20,1:22.300,88,Robert Kubica
21,1:32.855,88,Robert Kubica
22,1:38.441,88,Robert Kubica
23,1:20.804,88,Robert Kubica
24,1:34.464,88,Robert Kubica
25,1:20.570,88,Robert Kubica
26,1:40.224,88,Robert Kubica
1,,99,Antonio Giovinazzi
2,20:15.091,99,Antonio Giovinazzi
3,1:22.125,99,Antonio Giovinazzi
4,1:20.684,99,Antonio Giovinazzi
5,1:41.995,99,Antonio Giovinazzi
6,1:20.637,99,Antonio Giovinazzi
7,1:19.976,99,Antonio Giovinazzi
8,1:36.766,99,Antonio Giovinazzi
9,1:20.592,99,Antonio Giovinazzi
10,1:37.163,99,Antonio Giovinazzi
11,2:23.358,99,Antonio Giovinazzi
12,14:30.087,99,Antonio Giovinazzi
13,1:18.953,99,Antonio Giovinazzi
14,1:40.467,99,Antonio Giovinazzi
15,1:18.814,99,Antonio Giovinazzi
16,1:43.607,99,Antonio Giovinazzi
17,1:19.110,99,Antonio Giovinazzi
18,1:43.442,99,Antonio Giovinazzi
19,1:18.425,99,Antonio Giovinazzi
20,1:32.009,99,Antonio Giovinazzi
21,2:16.319,99,Antonio Giovinazzi
22,13:31.293,99,Antonio Giovinazzi
23,1:19.653,99,Antonio Giovinazzi
24,1:34.192,99,Antonio Giovinazzi
25,1:22.425,99,Antonio Giovinazzi
26,1:41.273,99,Antonio Giovinazzi
27,1:19.853,99,Antonio Giovinazzi
28,1:34.393,99,Antonio Giovinazzi
29,1:19.473,99,Antonio Giovinazzi
30,1:38.541,99,Antonio Giovinazzi
