Lap,Time,No.,Driver
7,1:58.477,5,Sebastian Vettel
8,1:28.467,5,Sebastian Vettel
9,1:54.852,5,Sebastian Vettel
10,23:10.664,5,Sebastian Vettel
11,2:11.804,5,Sebastian Vettel
12,1:27.498,5,Sebastian Vettel
13,2:20.861,5,Sebastian Vettel
14,2:12.336,5,Sebastian Vettel
15,1:55.500,5,Sebastian Vettel
16,1:28.010,5,Sebastian Vettel
17,1:50.299,5,Sebastian Vettel
18,2:26.400,5,Sebastian Vettel
19,21:24.178,5,Sebastian Vettel
20,1:55.443,5,Sebastian Vettel
21,2:07.111,5,Sebastian Vettel
1,,6,Nicholas Latifi
2,22:13.354,6,Nicholas Latifi
3,1:29.451,6,Nicholas Latifi
4,2:27.994,6,Nicholas Latifi
5,1:29.057,6,Nicholas Latifi
6,2:14.952,6,Nicholas Latifi
7,2:18.744,6,Nicholas Latifi
8,1:28.634,6,Nicholas Latifi
9,2:01.164,6,Nicholas Latifi
10,19:48.841,6,Nicholas Latifi
11,2:18.287,6,Nicholas Latifi
12,1:28.777,6,Nicholas Latifi
13,2:23.570,6,Nicholas Latifi
14,2:24.882,6,Nicholas Latifi
15,1:28.226,6,Nicholas Latifi
16,1:51.832,6,Nicholas Latifi
17,2:09.921,6,Nicholas Latifi
18,9:56.359,6,Nicholas Latifi
19,1:31.397,6,Nicholas Latifi
20,2:04.513,6,Nicholas Latifi
21,2:10.687,6,Nicholas Latifi
22,1:51.844,6,Nicholas Latifi
23,2:11.016,6,Nicholas Latifi
24,2:27.607,6,Nicholas Latifi
1,,7,Kimi Räikkönen
2,11:38.865,7,Kimi Räikkönen
3,2:06.440,7,Kimi Räikkönen
4,1:29.395,7,Kimi Räikkönen
5,2:14.436,7,Kimi Räikkönen
6,1:29.114,7,Kimi Räikkönen
7,1:52.456,7,Kimi Räikkönen
8,28:18.547,7,Kimi Räikkönen
9,1:29.265,7,Kimi Räikkönen
10,2:24.024,7,Kimi Räikkönen
11,1:31.621,7,Kimi Räikkönen
12,1:56.622,7,Kimi Räikkönen
13,2:33.364,7,Kimi Räikkönen
14,1:28.655,7,Kimi Räikkönen
15,2:30.318,7,Kimi Räikkönen
16,1:31.653,7,Kimi Räikkönen
17,3:21.536,7,Kimi Räikkönen
18,1:29.375,7,Kimi Räikkönen
19,1:55.456,7,Kimi Räikkönen
20,13:46.416,7,Kimi Räikkönen
21,1:31.187,7,Kimi Räikkönen
22,1:49.499,7,Kimi Räikkönen
23,2:08.644,7,Kimi Räikkönen
24,2:00.487,7,Kimi Räikkönen
1,,8,Romain Grosjean
2,16:44.273,8,Romain Grosjean
3,1:29.160,8,Romain Grosjean
4,2:21.633,8,Romain Grosjean
5,1:28.756,8,Romain Grosjean
6,2:34.302,8,Romain Grosjean
7,1:28.584,8,Romain Grosjean
8,2:12.625,8,Romain Grosjean
9,17:26.038,8,Romain Grosjean
10,1:27.908,8,Romain Grosjean
11,2:39.472,8,Romain Grosjean
12,1:28.193,8,Romain Grosjean
13,2:44.091,8,Romain Grosjean
14,1:28.008,8,Romain Grosjean
15,2:00.650,8,Romain Grosjean
16,16:52.142,8,Romain Grosjean
17,1:27.985,8,Romain Grosjean
18,2:17.039,8,Romain Grosjean
19,1:29.327,8,Romain Grosjean
20,2:00.975,8,Romain Grosjean
21,1:31.551,8,Romain Grosjean
22,1:32.310,8,Romain Grosjean
23,1:32.758,8,Romain Grosjean
24,1:33.805,8,Romain Grosjean
25,2:27.226,8,Romain Grosjean
26,2:21.012,8,Romain Grosjean
1,,10,Pierre Gasly
2,19:22.329,10,Pierre Gasly
3,1:28.637,10,Pierre Gasly
4,2:22.909,10,Pierre Gasly
5,2:03.222,10,Pierre Gasly
6,1:28.169,10,Pierre Gasly
7,2:34.103,10,Pierre Gasly
8,2:06.160,10,Pierre Gasly
9,1:28.227,10,Pierre Gasly
10,1:51.480,10,Pierre Gasly
11,16:17.073,10,Pierre Gasly
12,1:27.842,10,Pierre Gasly
13,2:25.610,10,Pierre Gasly
14,2:05.856,10,Pierre Gasly
15,1:27.707,10,Pierre Gasly
16,1:54.555,10,Pierre Gasly
17,14:42.214,10,Pierre Gasly
18,1:32.304,10,Pierre Gasly
19,1:32.909,10,Pierre Gasly
20,1:33.654,10,Pierre Gasly
21,1:33.345,10,Pierre Gasly
22,1:35.328,10,Pierre Gasly
23,1:48.167,10,Pierre Gasly
1,,16,Charles Leclerc
2,1:28.306,16,Charles Leclerc
3,2:22.397,16,Charles Leclerc
4,1:53.956,16,Charles Leclerc
5,1:27.544,16,Charles Leclerc
6,2:11.311,16,Charles Leclerc
7,2:03.924,16,Charles Leclerc
8,1:28.067,16,Charles Leclerc
9,1:36.420,16,Charles Leclerc
10,22:11.522,16,Charles Leclerc
11,1:27.062,16,Charles Leclerc
12,2:13.096,16,Charles Leclerc
13,1:59.326,16,Charles Leclerc
14,1:43.297,16,Charles Leclerc
15,1:34.269,16,Charles Leclerc
16,2:26.975,16,Charles Leclerc
17,22:35.183,16,Charles Leclerc
18,2:11.757,16,Charles Leclerc
19,2:11.434,16,Charles Leclerc
20,2:06.453,16,Charles Leclerc
1,,18,Lance Stroll
2,20:58.999,18,Lance Stroll
3,1:28.581,18,Lance Stroll
4,2:37.952,18,Lance Stroll
5,2:21.881,18,Lance Stroll
6,1:28.248,18,Lance Stroll
7,2:11.425,18,Lance Stroll
8,2:03.189,18,Lance Stroll
9,1:28.071,18,Lance Stroll
10,1:33.276,18,Lance Stroll
11,17:52.608,18,Lance Stroll
12,2:03.453,18,Lance Stroll
13,1:27.539,18,Lance Stroll
14,2:06.325,18,Lance Stroll
15,13:28.435,18,Lance Stroll
16,1:32.121,18,Lance Stroll
17,1:32.191,18,Lance Stroll
18,1:31.761,18,Lance Stroll
19,1:32.372,18,Lance Stroll
20,1:33.109,18,Lance Stroll
21,1:33.091,18,Lance Stroll
22,1:32.564,18,Lance Stroll
23,1:32.711,18,Lance Stroll
24,1:32.734,18,Lance Stroll
25,2:08.930,18,Lance Stroll
26,2:14.144,18,Lance Stroll
1,,20,Kevin Magnussen
2,17:03.958,20,Kevin Magnussen
3,1:29.319,20,Kevin Magnussen
4,2:30.515,20,Kevin Magnussen
5,1:29.324,20,Kevin Magnussen
6,2:36.246,20,Kevin Magnussen
7,1:29.444,20,Kevin Magnussen
8,1:55.522,20,Kevin Magnussen
9,20:46.577,20,Kevin Magnussen
10,1:30.798,20,Kevin Magnussen
11,2:07.290,20,Kevin Magnussen
12,1:29.639,20,Kevin Magnussen
13,2:05.997,20,Kevin Magnussen
14,24:03.568,20,Kevin Magnussen
15,1:31.694,20,Kevin Magnussen
16,1:32.500,20,Kevin Magnussen
17,2:06.189,20,Kevin Magnussen
1,,23,Alexander Albon
2,19:05.853,23,Alexander Albon
3,1:28.460,23,Alexander Albon
4,2:21.056,23,Alexander Albon
5,2:21.046,23,Alexander Albon
6,1:28.029,23,Alexander Albon
7,2:25.418,23,Alexander Albon
8,2:17.025,23,Alexander Albon
9,1:27.699,23,Alexander Albon
10,1:55.240,23,Alexander Albon
11,17:07.026,23,Alexander Albon
12,1:27.280,23,Alexander Albon
13,2:21.453,23,Alexander Albon
14,10:45.968,23,Alexander Albon
15,1:53.147,23,Alexander Albon
16,2:14.289,23,Alexander Albon
17,1:27.800,23,Alexander Albon
18,2:09.764,23,Alexander Albon
19,11:47.565,23,Alexander Albon
20,1:29.464,23,Alexander Albon
21,2:04.881,23,Alexander Albon
22,2:09.846,23,Alexander Albon
1,,26,Daniil Kvyat
2,20:15.155,26,Daniil Kvyat
3,1:28.744,26,Daniil Kvyat
4,2:25.485,26,Daniil Kvyat
5,1:59.810,26,Daniil Kvyat
6,1:28.496,26,Daniil Kvyat
7,2:19.517,26,Daniil Kvyat
8,2:09.346,26,Daniil Kvyat
9,1:57.807,26,Daniil Kvyat
10,2:04.990,26,Daniil Kvyat
11,15:44.741,26,Daniil Kvyat
12,1:28.052,26,Daniil Kvyat
13,2:23.005,26,Daniil Kvyat
14,2:10.671,26,Daniil Kvyat
15,1:27.653,26,Daniil Kvyat
16,1:55.632,26,Daniil Kvyat
17,13:43.495,26,Daniil Kvyat
18,1:32.425,26,Daniil Kvyat
19,1:32.809,26,Daniil Kvyat
20,1:34.070,26,Daniil Kvyat
21,1:34.728,26,Daniil Kvyat
22,1:34.606,26,Daniil Kvyat
23,1:34.546,26,Daniil Kvyat
24,1:34.839,26,Daniil Kvyat
25,1:34.464,26,Daniil Kvyat
26,2:03.202,26,Daniil Kvyat
27,2:02.312,26,Daniil Kvyat
1,,27,Nico Hülkenberg
2,20:42.121,27,Nico Hülkenberg
3,1:28.721,27,Nico Hülkenberg
4,2:14.806,27,Nico Hülkenberg
5,2:14.793,27,Nico Hülkenberg
6,1:27.932,27,Nico Hülkenberg
7,2:14.837,27,Nico Hülkenberg
8,1:36.655,27,Nico Hülkenberg
9,21:59.798,27,Nico Hülkenberg
10,1:26.942,27,Nico Hülkenberg
11,1:49.329,27,Nico Hülkenberg
12,13:30.522,27,Nico Hülkenberg
13,1:31.748,27,Nico Hülkenberg
14,1:32.066,27,Nico Hülkenberg
15,1:32.176,27,Nico Hülkenberg
16,1:32.206,27,Nico Hülkenberg
17,1:32.806,27,Nico Hülkenberg
18,1:33.314,27,Nico Hülkenberg
19,1:33.113,27,Nico Hülkenberg
20,1:33.750,27,Nico Hülkenberg
21,1:34.550,27,Nico Hülkenberg
22,1:34.327,27,Nico Hülkenberg
23,1:32.987,27,Nico Hülkenberg
24,1:57.318,27,Nico Hülkenberg
25,2:06.764,27,Nico Hülkenberg
1,,31,Esteban Ocon
2,21:59.536,31,Esteban Ocon
3,1:28.968,31,Esteban Ocon
4,2:34.382,31,Esteban Ocon
5,1:28.250,31,Esteban Ocon
6,2:29.281,31,Esteban Ocon
7,1:35.100,31,Esteban Ocon
8,2:08.163,31,Esteban Ocon
9,17:35.378,31,Esteban Ocon
10,1:27.701,31,Esteban Ocon
11,2:20.952,31,Esteban Ocon
12,2:12.207,31,Esteban Ocon
13,1:27.719,31,Esteban Ocon
14,1:44.522,31,Esteban Ocon
15,16:44.241,31,Esteban Ocon
16,1:33.094,31,Esteban Ocon
17,1:33.735,31,Esteban Ocon
18,1:33.804,31,Esteban Ocon
19,1:36.666,31,Esteban Ocon
20,1:34.059,31,Esteban Ocon
21,1:34.256,31,Esteban Ocon
22,2:15.018,31,Esteban Ocon
23,2:12.966,31,Esteban Ocon
1,,33,Max Verstappen
2,1:34.327,33,Max Verstappen
3,5:03.660,33,Max Verstappen
4,1:29.212,33,Max Verstappen
5,6:23.750,33,Max Verstappen
6,1:31.206,33,Max Verstappen
7,5:41.244,33,Max Verstappen
8,1:30.163,33,Max Verstappen
9,5:59.788,33,Max Verstappen
10,1:29.954,33,Max Verstappen
11,27:39.616,33,Max Verstappen
12,1:26.893,33,Max Verstappen
13,3:00.358,33,Max Verstappen
14,2:27.210,33,Max Verstappen
15,1:26.943,33,Max Verstappen
16,1:39.903,33,Max Verstappen
17,12:00.682,33,Max Verstappen
18,2:00.253,33,Max Verstappen
19,1:32.649,33,Max Verstappen
20,1:33.204,33,Max Verstappen
21,1:38.003,33,Max Verstappen
22,1:33.689,33,Max Verstappen
23,2:07.017,33,Max Verstappen
24,2:17.274,33,Max Verstappen
44,Lewis Hamilton,44,Lewis Hamilton
1,,44,Lewis Hamilton
2,27:15.034,44,Lewis Hamilton
3,1:26.842,44,Lewis Hamilton
4,2:36.797,44,Lewis Hamilton
5,1:26.969,44,Lewis Hamilton
6,1:41.635,44,Lewis Hamilton
7,10:39.067,44,Lewis Hamilton
8,1:26.304,44,Lewis Hamilton
9,2:35.098,44,Lewis Hamilton
10,2:44.492,44,Lewis Hamilton
11,1:26.370,44,Lewis Hamilton
12,1:52.956,44,Lewis Hamilton
13,7:53.462,44,Lewis Hamilton
14,1:29.257,44,Lewis Hamilton
15,1:30.145,44,Lewis Hamilton
16,1:52.924,44,Lewis Hamilton
17,2:36.368,44,Lewis Hamilton
18,1:29.027,44,Lewis Hamilton
19,1:30.308,44,Lewis Hamilton
20,1:47.806,44,Lewis Hamilton
21,11:46.571,44,Lewis Hamilton
22,2:20.778,44,Lewis Hamilton
23,2:21.250,44,Lewis Hamilton
1,,55,Carlos Sainz
2,1:58.695,55,Carlos Sainz
3,17:26.789,55,Carlos Sainz
4,1:28.839,55,Carlos Sainz
5,2:04.173,55,Carlos Sainz
6,2:17.555,55,Carlos Sainz
7,1:29.008,55,Carlos Sainz
8,2:34.122,55,Carlos Sainz
9,1:28.555,55,Carlos Sainz
10,2:30.749,55,Carlos Sainz
11,1:28.138,55,Carlos Sainz
12,1:40.174,55,Carlos Sainz
13,18:24.749,55,Carlos Sainz
14,1:28.429,55,Carlos Sainz
15,2:34.702,55,Carlos Sainz
16,2:04.727,55,Carlos Sainz
17,1:28.369,55,Carlos Sainz
18,1:54.546,55,Carlos Sainz
19,11:40.061,55,Carlos Sainz
20,1:33.585,55,Carlos Sainz
21,1:33.676,55,Carlos Sainz
22,1:33.918,55,Carlos Sainz
23,1:34.246,55,Carlos Sainz
24,1:35.267,55,Carlos Sainz
25,1:35.325,55,Carlos Sainz
26,1:49.774,55,Carlos Sainz
27,2:00.460,55,Carlos Sainz
28,2:06.418,55,Carlos Sainz
1,,63,George Russell
2,22:40.295,63,George Russell
3,1:29.404,63,George Russell
4,2:27.436,63,George Russell
5,1:29.123,63,George Russell
6,2:23.900,63,George Russell
7,1:28.801,63,George Russell
8,2:07.044,63,George Russell
9,2:10.637,63,George Russell
10,15:10.333,63,George Russell
11,1:28.170,63,George Russell
12,2:16.935,63,George Russell
13,2:08.618,63,George Russell
14,1:28.443,63,George Russell
15,1:57.296,63,George Russell
16,15:10.751,63,George Russell
17,1:28.618,63,George Russell
18,1:41.553,63,George Russell
19,2:43.803,63,George Russell
20,1:30.836,63,George Russell
21,1:48.407,63,George Russell
22,2:10.662,63,George Russell
23,2:01.980,63,George Russell
24,1:59.182,63,George Russell
1,,77,Valtteri Bottas
2,27:42.709,77,Valtteri Bottas
3,1:27.400,77,Valtteri Bottas
4,1:58.924,77,Valtteri Bottas
5,2:28.001,77,Valtteri Bottas
6,1:34.521,77,Valtteri Bottas
7,9:23.603,77,Valtteri Bottas
8,1:26.166,77,Valtteri Bottas
9,2:11.553,77,Valtteri Bottas
10,2:07.922,77,Valtteri Bottas
11,1:26.695,77,Valtteri Bottas
12,1:53.209,77,Valtteri Bottas
13,17:47.098,77,Valtteri Bottas
14,1:32.006,77,Valtteri Bottas
15,1:32.358,77,Valtteri Bottas
16,1:39.783,77,Valtteri Bottas
17,6:44.664,77,Valtteri Bottas
18,1:36.746,77,Valtteri Bottas
19,2:14.185,77,Valtteri Bottas
20,2:15.171,77,Valtteri Bottas
21,2:06.638,77,Valtteri Bottas
1,,88,Robert Kubica
2,17:21.185,88,Robert Kubica
3,1:32.036,88,Robert Kubica
4,2:10.347,88,Robert Kubica
5,1:30.332,88,Robert Kubica
6,2:24.396,88,Robert Kubica
7,1:30.438,88,Robert Kubica
8,2:21.995,88,Robert Kubica
9,1:29.699,88,Robert Kubica
10,2:03.891,88,Robert Kubica
11,17:43.218,88,Robert Kubica
12,1:29.589,88,Robert Kubica
13,2:17.763,88,Robert Kubica
14,1:28.960,88,Robert Kubica
15,2:15.423,88,Robert Kubica
16,21:11.152,88,Robert Kubica
17,1:30.582,88,Robert Kubica
18,2:18.453,88,Robert Kubica
19,1:31.337,88,Robert Kubica
20,2:25.945,88,Robert Kubica
21,1:32.012,88,Robert Kubica
22,1:54.214,88,Robert Kubica
