Lap,Time,No.,Driver
3,1:43.751,23,Alexander Albon
4,1:47.086,23,Alexander Albon
5,11:43.660,23,Alexander Albon
6,1:42.065,23,Alexander Albon
7,1:43.435,23,Alexander Albon
8,1:48.404,23,Alexander Albon
9,5:27.627,23,Alexander Albon
10,1:41.173,23,Alexander Albon
11,1:40.659,23,Alexander Albon
12,1:44.927,23,Alexander Albon
13,29:10.182,23,Alexander Albon
14,2:02.586,23,Alexander Albon
15,2:34.351,23,Alexander Albon
16,1:38.547,23,Alexander Albon
17,2:53.444,23,Alexander Albon
18,2:15.223,23,Alexander Albon
19,1:38.856,23,Alexander Albon
20,1:56.006,23,Alexander Albon
21,7:37.565,23,Alexander Albon
22,1:42.556,23,Alexander Albon
23,1:43.138,23,Alexander Albon
24,2:05.513,23,Alexander Albon
25,2:14.017,23,Alexander Albon
1,,26,Daniil Kvyat
2,14:09.128,26,Daniil Kvyat
3,1:41.659,26,Daniil Kvyat
4,2:24.977,26,Daniil Kvyat
5,2:20.960,26,Daniil Kvyat
6,2:02.872,26,Daniil Kvyat
7,25:24.316,26,Daniil Kvyat
8,1:39.634,26,Daniil Kvyat
9,2:20.884,26,Daniil Kvyat
10,1:40.469,26,Daniil Kvyat
11,2:16.257,26,Daniil Kvyat
12,2:10.532,26,Daniil Kvyat
13,1:39.392,26,Daniil Kvyat
14,2:14.554,26,Daniil Kvyat
15,1:39.150,26,Daniil Kvyat
16,2:07.584,26,Daniil Kvyat
17,7:05.218,26,Daniil Kvyat
18,1:45.833,26,Daniil Kvyat
19,1:45.181,26,Daniil Kvyat
20,1:44.531,26,Daniil Kvyat
21,1:44.846,26,Daniil Kvyat
22,1:44.697,26,Daniil Kvyat
23,1:45.651,26,Daniil Kvyat
24,1:45.255,26,Daniil Kvyat
25,1:45.172,26,Daniil Kvyat
26,2:03.177,26,Daniil Kvyat
27,2:14.612,26,Daniil Kvyat
1,,31,Esteban Ocon
2,1:45.887,31,Esteban Ocon
3,1:45.467,31,Esteban Ocon
4,2:00.626,31,Esteban Ocon
5,5:37.721,31,Esteban Ocon
6,,31,Esteban Ocon
7,1:43.717,31,Esteban Ocon
8,2:02.917,31,Esteban Ocon
9,7:43.963,31,Esteban Ocon
10,1:41.141,31,Esteban Ocon
11,2:21.441,31,Esteban Ocon
12,2:08.039,31,Esteban Ocon
13,1:40.035,31,Esteban Ocon
14,1:40.421,31,Esteban Ocon
15,1:56.137,31,Esteban Ocon
16,16:20.130,31,Esteban Ocon
17,1:38.515,31,Esteban Ocon
18,2:28.094,31,Esteban Ocon
19,2:12.124,31,Esteban Ocon
20,1:38.928,31,Esteban Ocon
21,1:58.596,31,Esteban Ocon
22,9:33.736,31,Esteban Ocon
23,1:43.931,31,Esteban Ocon
24,1:43.798,31,Esteban Ocon
25,1:48.205,31,Esteban Ocon
26,1:43.948,31,Esteban Ocon
27,1:44.986,31,Esteban Ocon
28,1:44.987,31,Esteban Ocon
29,1:44.264,31,Esteban Ocon
30,1:44.716,31,Esteban Ocon
31,1:44.849,31,Esteban Ocon
32,2:10.512,31,Esteban Ocon
33,2:44.207,31,Esteban Ocon
34,2:02.578,31,Esteban Ocon
1,,33,Max Verstappen
2,2:31.881,33,Max Verstappen
3,19:15.084,33,Max Verstappen
4,2:04.571,33,Max Verstappen
5,1:39.113,33,Max Verstappen
6,1:51.313,33,Max Verstappen
7,6:04.512,33,Max Verstappen
8,1:38.577,33,Max Verstappen
9,1:50.377,33,Max Verstappen
10,17:30.562,33,Max Verstappen
11,1:37.378,33,Max Verstappen
12,2:33.841,33,Max Verstappen
13,2:05.292,33,Max Verstappen
14,1:37.445,33,Max Verstappen
15,1:49.349,33,Max Verstappen
16,10:12.871,33,Max Verstappen
17,1:42.460,33,Max Verstappen
18,1:42.517,33,Max Verstappen
19,1:42.789,33,Max Verstappen
20,1:43.046,33,Max Verstappen
21,1:49.865,33,Max Verstappen
22,1:44.217,33,Max Verstappen
23,1:44.493,33,Max Verstappen
24,1:43.563,33,Max Verstappen
25,2:15.427,33,Max Verstappen
26,2:37.586,33,Max Verstappen
1,,44,Lewis Hamilton
2,1:50.189,44,Lewis Hamilton
3,2:13.988,44,Lewis Hamilton
4,38:34.309,44,Lewis Hamilton
5,2:23.393,44,Lewis Hamilton
6,1:39.958,44,Lewis Hamilton
7,2:39.835,44,Lewis Hamilton
8,2:12.021,44,Lewis Hamilton
9,1:38.744,44,Lewis Hamilton
10,1:59.802,44,Lewis Hamilton
11,8:22.952,44,Lewis Hamilton
12,1:43.263,44,Lewis Hamilton
13,1:43.648,44,Lewis Hamilton
14,1:43.470,44,Lewis Hamilton
15,1:43.471,44,Lewis Hamilton
16,1:43.517,44,Lewis Hamilton
17,1:54.571,44,Lewis Hamilton
18,1:43.816,44,Lewis Hamilton
19,1:43.924,44,Lewis Hamilton
20,1:48.492,44,Lewis Hamilton
21,5:09.370,44,Lewis Hamilton
22,1:46.610,44,Lewis Hamilton
23,2:11.456,44,Lewis Hamilton
24,2:26.068,44,Lewis Hamilton
1,,50,Mick Schumacher
2,21:32.466,50,Mick Schumacher
3,1:54.981,50,Mick Schumacher
4,1:46.151,50,Mick Schumacher
5,1:43.647,50,Mick Schumacher
6,2:19.647,50,Mick Schumacher
7,1:43.722,50,Mick Schumacher
8,2:17.957,50,Mick Schumacher
9,16:41.202,50,Mick Schumacher
10,2:39.019,50,Mick Schumacher
11,1:41.431,50,Mick Schumacher
12,2:27.719,50,Mick Schumacher
13,1:41.235,50,Mick Schumacher
14,2:26.202,50,Mick Schumacher
15,1:41.905,50,Mick Schumacher
16,2:14.628,50,Mick Schumacher
17,14:18.908,50,Mick Schumacher
18,1:47.585,50,Mick Schumacher
19,1:49.025,50,Mick Schumacher
20,1:46.700,50,Mick Schumacher
21,1:47.619,50,Mick Schumacher
22,2:04.456,50,Mick Schumacher
23,3:08.685,50,Mick Schumacher
1,,51,Pietro Fittipaldi
2,14:38.264,51,Pietro Fittipaldi
3,1:48.366,51,Pietro Fittipaldi
4,1:47.092,51,Pietro Fittipaldi
5,1:47.698,51,Pietro Fittipaldi
6,1:47.979,51,Pietro Fittipaldi
7,2:08.674,51,Pietro Fittipaldi
8,1:45.837,51,Pietro Fittipaldi
9,1:46.132,51,Pietro Fittipaldi
10,1:46.233,51,Pietro Fittipaldi
11,1:47.060,51,Pietro Fittipaldi
12,1:46.893,51,Pietro Fittipaldi
13,2:14.031,51,Pietro Fittipaldi
14,39:02.418,51,Pietro Fittipaldi
15,1:44.542,51,Pietro Fittipaldi
16,1:44.069,51,Pietro Fittipaldi
17,1:45.016,51,Pietro Fittipaldi
18,1:44.863,51,Pietro Fittipaldi
19,1:45.142,51,Pietro Fittipaldi
20,1:45.306,51,Pietro Fittipaldi
21,1:46.365,51,Pietro Fittipaldi
22,1:45.578,51,Pietro Fittipaldi
23,2:41.892,51,Pietro Fittipaldi
24,3:06.963,51,Pietro Fittipaldi
1,,55,Carlos Sainz
2,8:11.494,55,Carlos Sainz
3,7:37.902,55,Carlos Sainz
4,8:58.705,55,Carlos Sainz
5,1:40.682,55,Carlos Sainz
6,2:27.110,55,Carlos Sainz
7,1:39.882,55,Carlos Sainz
8,2:37.736,55,Carlos Sainz
9,1:39.635,55,Carlos Sainz
10,1:54.191,55,Carlos Sainz
11,15:08.107,55,Carlos Sainz
12,2:11.708,55,Carlos Sainz
13,1:39.330,55,Carlos Sainz
14,2:23.272,55,Carlos Sainz
15,2:31.189,55,Carlos Sainz
16,1:42.889,55,Carlos Sainz
17,12:40.567,55,Carlos Sainz
18,1:45.271,55,Carlos Sainz
19,1:44.746,55,Carlos Sainz
20,1:44.708,55,Carlos Sainz
21,1:44.820,55,Carlos Sainz
22,1:44.385,55,Carlos Sainz
23,1:44.207,55,Carlos Sainz
24,1:48.253,55,Carlos Sainz
25,1:44.489,55,Carlos Sainz
26,2:15.181,55,Carlos Sainz
27,2:24.749,55,Carlos Sainz
1,,63,George Russell
2,24:49.661,63,George Russell
3,1:42.295,63,George Russell
4,2:28.277,63,George Russell
5,1:41.042,63,George Russell
6,2:25.494,63,George Russell
7,1:48.211,63,George Russell
8,14:20.207,63,George Russell
9,1:40.446,63,George Russell
10,2:33.378,63,George Russell
11,1:40.505,63,George Russell
12,2:29.722,63,George Russell
13,1:44.040,63,George Russell
14,2:03.377,63,George Russell
15,13:28.719,63,George Russell
16,1:45.225,63,George Russell
17,1:45.353,63,George Russell
18,1:45.999,63,George Russell
19,1:45.943,63,George Russell
20,1:45.462,63,George Russell
21,1:45.458,63,George Russell
22,1:47.565,63,George Russell
23,2:25.086,63,George Russell
24,2:27.217,63,George Russell
1,,77,Valtteri Bottas
2,1:40.692,77,Valtteri Bottas
3,2:28.184,77,Valtteri Bottas
4,1:39.313,77,Valtteri Bottas
5,2:06.492,77,Valtteri Bottas
6,10:11.516,77,Valtteri Bottas
7,2:15.471,77,Valtteri Bottas
8,2:41.485,77,Valtteri Bottas
9,1:37.412,77,Valtteri Bottas
10,2:35.710,77,Valtteri Bottas
11,2:36.309,77,Valtteri Bottas
12,1:37.532,77,Valtteri Bottas
13,2:02.348,77,Valtteri Bottas
14,12:03.570,77,Valtteri Bottas
15,1:39.660,77,Valtteri Bottas
16,2:29.352,77,Valtteri Bottas
17,1:38.424,77,Valtteri Bottas
18,1:56.412,77,Valtteri Bottas
19,9:38.600,77,Valtteri Bottas
20,1:43.026,77,Valtteri Bottas
21,1:43.768,77,Valtteri Bottas
22,1:44.731,77,Valtteri Bottas
23,1:43.394,77,Valtteri Bottas
24,1:43.474,77,Valtteri Bottas
25,1:43.476,77,Valtteri Bottas
26,1:43.627,77,Valtteri Bottas
27,1:43.676,77,Valtteri Bottas
28,2:07.532,77,Valtteri Bottas
29,6:00.102,77,Valtteri Bottas
30,2:31.056,77,Valtteri Bottas
31,2:25.113,77,Valtteri Bottas
32,2:26.184,77,Valtteri Bottas
1,,88,Robert Kubica
2,24:38.441,88,Robert Kubica
3,1:42.954,88,Robert Kubica
4,2:15.737,88,Robert Kubica
5,1:41.383,88,Robert Kubica
6,2:21.476,88,Robert Kubica
7,1:42.044,88,Robert Kubica
8,1:53.449,88,Robert Kubica
9,24:35.560,88,Robert Kubica
10,2:02.498,88,Robert Kubica
11,2:29.271,88,Robert Kubica
12,1:39.905,88,Robert Kubica
13,2:32.527,88,Robert Kubica
14,1:41.444,88,Robert Kubica
15,2:20.467,88,Robert Kubica
16,10:03.112,88,Robert Kubica
17,2:05.983,88,Robert Kubica
18,1:40.782,88,Robert Kubica
19,2:04.391,88,Robert Kubica
